family,feature,coef_scaled,coef
AUTOMOTIVE,is_holiday,0.05097113806061254,0.257131692755915
AUTOMOTIVE,is_weekend,0.8633567980483099,1.9112920276673613
AUTOMOTIVE,month,0.04519186618135779,0.013347994780555336
AUTOMOTIVE,onpromotion,0.24169512754971567,0.6459558457370738
AUTOMOTIVE,promo_weekend,0.15592382481086725,0.657267570679552
AUTOMOTIVE,rolling_mean_30,3.633661560332048,0.7148905490457114
AUTOMOTIVE,sales_lag_14,0.626159867231257,0.09308635539825119
AUTOMOTIVE,sales_lag_7,0.87618983360151,0.13008725922373215
BABY CARE,dcoilwtico,-0.013382966352843905,-0.0005213642994444167
BABY CARE,is_weekend,0.01126815758335373,0.0249453526100091
BABY CARE,onpromotion,0.03883294236194607,0.8238341667741504
BABY CARE,promo_weekend,0.0074468631309648195,0.23112725754043853
BABY CARE,rolling_mean_30,0.32949140625850415,0.7244070646321117
BABY CARE,sales_lag_14,0.006742044750036589,0.009120900902163678
BABY CARE,sales_lag_7,0.07201824268333569,0.09732560068611541
BABY CARE,transactions,0.006024661675141916,5.426057892592955e-06
BEAUTY,dcoilwtico,0.05614792033050818,0.002187371646657069
BEAUTY,is_holiday,0.05904963509552157,0.29788490519232647
BEAUTY,is_weekend,0.49125790782990686,1.0875426299837965
BEAUTY,month,0.06022209285576547,0.017787364166086863
BEAUTY,onpromotion,0.23279911203516848,0.5521110006650569
BEAUTY,promo_holiday,0.12525395857522098,1.8805113818976622
BEAUTY,promo_weekend,0.23862067980574345,0.9250999779570455
BEAUTY,rolling_mean_30,2.4080220653883972,0.6308840186292705
BEAUTY,sales_lag_14,0.7851899897358865,0.16094753580705404
BEAUTY,sales_lag_7,0.7971625036184533,0.16267454576614532
BEVERAGES,day_of_week,-2.7490731855158836,-1.374028243880759
BEVERAGES,dcoilwtico,23.978979559615208,0.9341564156913627
BEVERAGES,is_holiday,10.214679714419717,51.529512305668234
BEVERAGES,is_weekend,109.92654030650384,243.35445159154142
BEVERAGES,month,55.41671847451458,16.368035477553736
BEVERAGES,onpromotion,30.4038244633593,1.7452154456240652
BEVERAGES,promo_holiday,30.251051152998876,5.749512496471902
BEVERAGES,promo_weekend,37.4224356645178,3.4481204840113637
BEVERAGES,rolling_mean_30,596.8943943067351,0.2492270877410095
BEVERAGES,sales_lag_14,737.0020721839226,0.27847031775201503
BEVERAGES,sales_lag_7,1202.9023087432447,0.453350937498688
BEVERAGES,transactions,30.281101675835043,0.027272404593690996
BOOKS,month,0.008038074148897376,0.0023741478467525275
BOOKS,rolling_mean_30,0.35768618566801413,0.8203235032270039
BOOKS,sales_lag_14,-0.015009293497766443,-0.021169413920451543
BOOKS,sales_lag_7,0.013805516536983878,0.019471582323347957
BREAD/BAKERY,day_of_week,-3.3292177840786645,-1.663993264877658
BREAD/BAKERY,dcoilwtico,2.3375375351450005,0.09106416225704131
BREAD/BAKERY,is_holiday,-3.630436913582087,-18.31429362873644
BREAD/BAKERY,is_weekend,22.49471624371842,49.798613873719376
BREAD/BAKERY,month,-0.7363681890688866,-0.21749574812453937
BREAD/BAKERY,onpromotion,7.064249374654181,0.6522163256744453
BREAD/BAKERY,promo_holiday,4.565531863233586,2.7551437631801043
BREAD/BAKERY,promo_weekend,-6.347962244861419,-0.5981993609351132
BREAD/BAKERY,rolling_mean_30,97.82401383339428,0.2616398528924957
BREAD/BAKERY,sales_lag_14,128.82398269087093,0.31659822937651816
BREAD/BAKERY,sales_lag_7,171.57905458125666,0.4205793732608815
BREAD/BAKERY,transactions,4.300872172633784,0.0038735422262202355
CELEBRATION,day_of_week,0.7835206910862036,0.3916154596718701
CELEBRATION,dcoilwtico,-0.5142298287690278,-0.020033008180777093
CELEBRATION,is_weekend,-0.2259557346444785,-0.5002189074180985
CELEBRATION,month,0.5946872890925627,0.17564848503965091
CELEBRATION,onpromotion,0.09877314330742372,0.18636168310477513
CELEBRATION,promo_holiday,0.10978513663243557,0.9666642469866928
CELEBRATION,promo_weekend,0.08558966860722281,0.2502283665869618
CELEBRATION,rolling_mean_30,4.745599660382542,0.42916862763717684
CELEBRATION,sales_lag_14,5.808167330229122,0.33786509503833523
CELEBRATION,sales_lag_7,1.5038277035145398,0.08742580165301288
CELEBRATION,transactions,0.059836634618238016,5.3891332168265397e-05
CLEANING,day_of_week,-25.05834310852605,-12.52453785420353
CLEANING,dcoilwtico,8.588660490391412,0.3345910646175475
CLEANING,is_holiday,-2.272216232820533,-11.46254191063653
CLEANING,is_weekend,121.08223949237464,268.0508447458084
CLEANING,month,22.191622247757028,6.55457901973759
CLEANING,onpromotion,15.661707572024591,1.03914566599346
CLEANING,promo_holiday,13.158112855802814,3.2811641717147952
CLEANING,rolling_mean_30,313.7932311386842,0.5605571385058672
CLEANING,sales_lag_14,145.70065166764405,0.21782424505724884
CLEANING,sales_lag_7,132.4900797105185,0.1977321950420003
CLEANING,transactions,22.79138133981471,0.020526854663433746
DAIRY,dcoilwtico,4.778470519896699,0.1861563325601823
DAIRY,is_holiday,0.32269915536966437,1.6279051876855164
DAIRY,is_weekend,22.825483959006558,50.53086466350767
DAIRY,month,13.635809971082454,4.027510605387097
DAIRY,onpromotion,2.585233068036083,0.12341808999996841
DAIRY,promo_holiday,11.012323632844941,2.7163475863675557
DAIRY,promo_weekend,10.329532549428118,1.9198641295927172
DAIRY,rolling_mean_30,168.2050806510108,0.22992473450264792
DAIRY,sales_lag_14,284.3036741179915,0.36413653718286054
DAIRY,sales_lag_7,315.20428477141115,0.4031066495777078
DAIRY,transactions,6.834739759966362,0.006155647506548286
DELI,day_of_week,-4.410829386108785,-2.2045990581059716
DELI,dcoilwtico,2.526269938472735,0.09841666802064698
DELI,is_holiday,2.540896981266142,12.817942992256315
DELI,is_weekend,16.928826023184975,37.4768928547554
DELI,month,4.687248095317913,1.384438581500324
DELI,onpromotion,7.45609528814145,0.49174505163843807
DELI,promo_holiday,1.5512427014110424,0.5045582414032129
DELI,promo_weekend,-0.8757702144715159,-0.37188280294163156
DELI,rolling_mean_30,40.72572845475158,0.29421032216596743
DELI,sales_lag_14,56.44891010751603,0.3476228538662513
DELI,sales_lag_7,55.98013519359741,0.3443012852699638
DELI,transactions,3.6376111221144645,0.0032761820669155103
EGGS,day_of_week,-4.642574892698212,-2.3204289578423705
EGGS,dcoilwtico,1.9365668926143522,0.07544342671687124
EGGS,is_holiday,1.2448301757051408,6.2797359927901795
EGGS,is_weekend,13.381305213393434,29.623421083795606
EGGS,month,0.14178897811053726,0.04187918534199517
EGGS,onpromotion,4.326395645014068,0.7832486904292167
EGGS,promo_holiday,2.176836111311438,1.7385247669250654
EGGS,promo_weekend,-0.6245881200694898,-1.1007056584706023
EGGS,rolling_mean_30,50.09110762942886,0.2732109568372903
EGGS,sales_lag_14,70.83114954742928,0.3488613635746557
EGGS,sales_lag_7,76.18559905462709,0.3745984410444427
EGGS,transactions,1.3465422640617482,0.001212751300171578
FROZEN FOODS,day_of_week,3.536236483042293,1.7674643331948499
FROZEN FOODS,dcoilwtico,1.6286579097631424,0.06344812261878162
FROZEN FOODS,is_holiday,39.62921382117789,199.9156232358042
FROZEN FOODS,is_weekend,10.716984205682401,23.725169616156357
FROZEN FOODS,month,59.991388906679745,17.71922280861577
FROZEN FOODS,onpromotion,25.117425198714706,7.8654447806838546
FROZEN FOODS,promo_holiday,2.09018511883029,2.4195409594752713
FROZEN FOODS,promo_weekend,-19.293157759490345,-6.272435229670092
FROZEN FOODS,rolling_mean_30,174.08101698111233,0.7151058903070105
FROZEN FOODS,sales_lag_14,-50.971290667118,-0.1481027936243696
FROZEN FOODS,sales_lag_7,76.6489489160077,0.22264312757623525
FROZEN FOODS,transactions,7.743667333253303,0.006974265032106315
GROCERY I,day_of_week,-86.22699840549576,-43.097554411589456
GROCERY I,dcoilwtico,17.051381582058646,0.6642758696916471
GROCERY I,is_holiday,0.7058209043866824,3.5606213797235644
GROCERY I,is_weekend,391.7290563636214,867.2064946103005
GROCERY I,month,150.97493539298745,44.59237513080564
GROCERY I,onpromotion,17.023259905987967,0.4590288352227614
GROCERY I,promo_holiday,62.60109547979031,5.493763317434677
GROCERY I,promo_weekend,9.887554008168138,0.4251871259352326
GROCERY I,rolling_mean_30,1228.0652006922785,0.5344804270383762
GROCERY I,sales_lag_14,594.0040955277375,0.21990024682545914
GROCERY I,sales_lag_7,592.6104540545201,0.21902236007047574
GROCERY I,transactions,75.41973150241263,0.06792610962112952
GROCERY II,day_of_week,0.37092724852703735,0.1853950337104193
GROCERY II,dcoilwtico,0.15543201008048196,0.006055212193642521
GROCERY II,is_holiday,1.4279345799784473,7.203434132821329
GROCERY II,is_weekend,1.2367915040721749,2.737998643160739
GROCERY II,month,2.206157969017506,0.6516169289701476
GROCERY II,onpromotion,2.911014642717057,6.74773572142843
GROCERY II,promo_holiday,-0.3046132637116544,-4.685601678935246
GROCERY II,promo_weekend,-2.7073433285216466,-6.569295007087099
GROCERY II,rolling_mean_30,19.14723978965234,0.7300534831465489
GROCERY II,sales_lag_14,1.4426784379981337,0.04891506880962811
GROCERY II,sales_lag_7,5.928627754649617,0.2005311526962657
GROCERY II,transactions,0.5020024667343346,0.00045212405170632334
HARDWARE,is_holiday,-0.0004485930179187979,-0.002262996009992539
HARDWARE,is_weekend,0.1927553620604718,0.4267202014614828
HARDWARE,month,0.006957366433921148,0.002054947022406858
HARDWARE,onpromotion,0.061596199244337076,0.8055165683411701
HARDWARE,promo_weekend,-0.008450936555270981,-0.16134317107917248
HARDWARE,rolling_mean_30,1.0543274395517093,0.8351738879562852
HARDWARE,sales_lag_14,0.021913832993348304,0.010534817960846477
HARDWARE,sales_lag_7,0.11465524274486912,0.05494449821951426
HOME AND KITCHEN I,day_of_week,1.32819479381705,0.6638517918312669
HOME AND KITCHEN I,dcoilwtico,-0.14195260586804317,-0.005530090935106825
HOME AND KITCHEN I,is_holiday,0.32210087679555366,1.624887080020003
HOME AND KITCHEN I,month,2.3459248849869443,0.6928988724368673
HOME AND KITCHEN I,onpromotion,2.2859798944480274,1.1577379747328134
HOME AND KITCHEN I,promo_holiday,1.5197047451461687,2.7208087764923348
HOME AND KITCHEN I,promo_weekend,1.4953586344597563,1.273892158433822
HOME AND KITCHEN I,rolling_mean_30,27.570664512323066,0.8567386343177033
HOME AND KITCHEN I,sales_lag_14,0.6687797229590207,0.014533879981346299
HOME AND KITCHEN I,sales_lag_7,1.363412682116576,0.02960915987355066
HOME AND KITCHEN I,transactions,0.30845772858941867,0.00027780970666779975
HOME AND KITCHEN II,dcoilwtico,-0.2695987059432888,-0.010502838963304647
HOME AND KITCHEN II,is_weekend,0.7615649849202016,1.6859461667748954
HOME AND KITCHEN II,onpromotion,1.1050417717198473,1.0856260888108327
HOME AND KITCHEN II,promo_weekend,1.3011631028933766,2.050916805562711
HOME AND KITCHEN II,rolling_mean_30,19.891205277817647,0.7007196207350482
HOME AND KITCHEN II,sales_lag_7,6.139067221432019,0.16324619116376982
HOME APPLIANCES,is_holiday,0.027043295328488218,0.1364240346614058
HOME APPLIANCES,is_weekend,0.06242979174015093,0.13820654856905107
HOME APPLIANCES,onpromotion,0.019706199314686115,0.5909016320526669
HOME APPLIANCES,promo_weekend,0.0015166003340823327,0.07188003687218748
HOME APPLIANCES,rolling_mean_30,0.5331569035676001,0.7866778141903897
HOME APPLIANCES,sales_lag_14,0.02733954995971893,0.025138255056730396
HOME APPLIANCES,sales_lag_7,0.08870938090508633,0.08156826802719537
HOME CARE,day_of_week,-4.395766924775147,-2.1970706127361566
HOME CARE,dcoilwtico,-3.98435325070563,-0.1552196640509221
HOME CARE,is_holiday,2.0041614020719143,10.110298366460025
HOME CARE,is_weekend,13.676602589307816,30.27714793421495
HOME CARE,month,6.572524738497621,1.941279113203048
HOME CARE,onpromotion,3.022517595401143,0.6598062188866183
HOME CARE,promo_holiday,1.3665157683291367,1.3123505632773593
HOME CARE,promo_weekend,6.248962571100291,2.2081823994687992
HOME CARE,rolling_mean_30,53.010627804859396,0.30177707791704883
HOME CARE,sales_lag_14,26.081985288831728,0.1282693105698666
HOME CARE,sales_lag_7,97.42442338154572,0.4779979546513275
HOME CARE,transactions,3.6457546487423906,0.003283516461660915
LADIESWEAR,is_weekend,0.6858078632974308,1.5182356872559442
LADIESWEAR,month,0.125044080247934,0.03693336592453633
LADIESWEAR,onpromotion,0.047415677686385625,0.1283855641630157
LADIESWEAR,promo_weekend,0.08631444893897618,0.3169281264257465
LADIESWEAR,rolling_mean_30,3.733271709358893,0.3568947783194545
LADIESWEAR,sales_lag_14,2.0475441411971564,0.1645501943004387
LADIESWEAR,sales_lag_7,5.058964100312698,0.4054589603132314
LADIESWEAR,transactions,-0.0355124021616763,-3.198392879543062e-05
LAWN AND GARDEN,day_of_week,0.2973397037202491,0.14861486885518876
LAWN AND GARDEN,is_holiday,0.23617157524589494,1.1914035910203522
LAWN AND GARDEN,is_weekend,0.09095944398329822,0.20136525306725608
LAWN AND GARDEN,onpromotion,0.4822174670184778,0.8772263211335852
LAWN AND GARDEN,promo_holiday,0.004985676863404097,0.054934189625273785
LAWN AND GARDEN,rolling_mean_30,4.287871382420123,0.6511163375317999
LAWN AND GARDEN,sales_lag_14,1.2315725052835962,0.14645631353265964
LAWN AND GARDEN,sales_lag_7,1.2806864196763381,0.1514579661092127
LINGERIE,day_of_week,-0.189349097274107,-0.09463953487259572
LINGERIE,dcoilwtico,0.22753584545273556,0.00886418328607317
LINGERIE,is_holiday,0.06336729345110804,0.31966599237137794
LINGERIE,is_weekend,1.2610001501340489,2.791591540469566
LINGERIE,month,0.205279578366249,0.06063194490776761
LINGERIE,onpromotion,0.7775986569802932,2.463539828644048
LINGERIE,promo_holiday,-0.01838231443897702,-0.3509505584335689
LINGERIE,promo_weekend,0.15064743391642674,0.7423590577171676
LINGERIE,rolling_mean_30,5.801560335313825,0.8250140652218445
LINGERIE,sales_lag_14,0.26507776495785973,0.02692267532715165
LINGERIE,sales_lag_7,0.6597509517936483,0.066700325944624
LINGERIE,transactions,0.16934861416137234,0.00015252232142120214
"LIQUOR,WINE,BEER",day_of_week,2.8119770635435963,1.4054685509322746
"LIQUOR,WINE,BEER",dcoilwtico,2.9210821555230737,0.1137974879022426
"LIQUOR,WINE,BEER",is_holiday,10.108024412824625,50.99147334314936
"LIQUOR,WINE,BEER",is_weekend,-3.260559911008541,-7.218200143590825
"LIQUOR,WINE,BEER",month,10.752577927657013,3.1759112022483005
"LIQUOR,WINE,BEER",onpromotion,5.4142924241367405,4.087804472249748
"LIQUOR,WINE,BEER",promo_holiday,4.98258373813337,12.961243791266336
"LIQUOR,WINE,BEER",promo_weekend,1.9184422203601805,2.3349379006221147
"LIQUOR,WINE,BEER",rolling_mean_30,22.442219832124014,0.227647222813163
"LIQUOR,WINE,BEER",sales_lag_14,40.11968731233459,0.29658096977102477
"LIQUOR,WINE,BEER",sales_lag_7,57.46392002556151,0.4243686311778486
"LIQUOR,WINE,BEER",transactions,4.366861093019064,0.003932974559783066
MAGAZINES,day_of_week,0.11417952809721553,0.0570686503746571
MAGAZINES,dcoilwtico,-0.07638556957268432,-0.0029757759167841355
MAGAZINES,is_holiday,0.06202493759107391,0.3128942731650901
MAGAZINES,is_weekend,0.28082726490410537,0.6216930402079406
MAGAZINES,month,0.1781444057965808,0.05261722517090462
MAGAZINES,onpromotion,0.025452361497348884,0.24647965181117393
MAGAZINES,promo_holiday,0.006094406985803536,0.19620352841120334
MAGAZINES,rolling_mean_30,3.6486656719605715,0.6398156434388375
MAGAZINES,sales_lag_14,0.7908871415441183,0.12044849799165092
MAGAZINES,sales_lag_7,1.4433030053449933,0.21841874596392416
MAGAZINES,transactions,-0.014189598955196744,-1.277973595119105e-05
MEATS,day_of_week,3.2115420069041227,1.6051771364783347
MEATS,dcoilwtico,6.035934719416897,0.23514374866617638
MEATS,is_holiday,-1.113949598722733,-5.61948892770919
MEATS,is_weekend,12.671729923492386,28.052569267161456
MEATS,month,-0.3840318094450693,-0.11342869903776111
MEATS,onpromotion,30.09024306404319,3.3901565022698072
MEATS,promo_holiday,-1.5752621081888212,-0.9091281294614388
MEATS,promo_weekend,-2.2735600442605968,-1.4422106089439009
MEATS,rolling_mean_30,127.98428624613128,0.4674073925774391
MEATS,sales_lag_14,77.76821812769047,0.24816387619324265
MEATS,sales_lag_7,83.0358657786365,0.2645159054788624
MEATS,transactions,2.124042342519435,0.0019129998227755622
PERSONAL CARE,day_of_week,-10.584114155998295,-5.290099901094755
PERSONAL CARE,dcoilwtico,0.42634646774793944,0.016609309297917405
PERSONAL CARE,is_holiday,-0.11669414593687517,-0.588681446425093
PERSONAL CARE,is_weekend,40.97442973442615,90.70884837724188
PERSONAL CARE,month,5.936770633590326,1.7535010196858611
PERSONAL CARE,onpromotion,0.4451989459430146,0.09000802507881467
PERSONAL CARE,promo_holiday,3.518231303300501,2.783594636129909
PERSONAL CARE,promo_weekend,2.311791310362168,0.7392345664882225
PERSONAL CARE,rolling_mean_30,73.14428426118926,0.5730788009110709
PERSONAL CARE,sales_lag_14,39.43232218685425,0.22179726187401
PERSONAL CARE,sales_lag_7,29.045358663935076,0.16312289418901343
PERSONAL CARE,transactions,4.185987311419821,0.0037700721989319757
PET SUPPLIES,is_weekend,0.22604471376388938,0.5004158886452613
PET SUPPLIES,month,0.06194611408797548,0.018296575852914672
PET SUPPLIES,onpromotion,0.11651164057437195,0.6302987848972276
PET SUPPLIES,promo_weekend,0.21686371510076036,1.9325448865017634
PET SUPPLIES,rolling_mean_30,2.896560867406085,0.3262960865087715
PET SUPPLIES,sales_lag_14,2.1866409139735414,0.2165325493404547
PET SUPPLIES,sales_lag_7,4.231625070298572,0.4172599564320783
PLAYERS AND ELECTRONICS,dcoilwtico,-0.03579702723636836,-0.0013945557012714084
PLAYERS AND ELECTRONICS,is_holiday,0.27995935923274634,1.4122977567574502
PLAYERS AND ELECTRONICS,is_weekend,0.5018694430120598,1.1110343574373929
PLAYERS AND ELECTRONICS,month,0.4896878073868117,0.14463554726573952
PLAYERS AND ELECTRONICS,onpromotion,0.2828796311001324,0.8336609568933739
PLAYERS AND ELECTRONICS,rolling_mean_30,4.915236808598828,0.44728556040031714
PLAYERS AND ELECTRONICS,sales_lag_14,1.6521391988899712,0.13175384233654955
PLAYERS AND ELECTRONICS,sales_lag_7,4.541851574384585,0.3614743704718106
POULTRY,dcoilwtico,3.2382904977237277,0.12615506997702866
POULTRY,is_holiday,4.933231807158031,24.886441496037147
POULTRY,is_weekend,10.677810191089684,23.63844651169706
POULTRY,month,6.757267124249202,1.995845136010415
POULTRY,onpromotion,12.912407327199624,1.9185919081087734
POULTRY,rolling_mean_30,90.07946516264559,0.23809493360744385
POULTRY,sales_lag_14,131.810408584991,0.32516677013720663
POULTRY,sales_lag_7,173.6123436773701,0.4275877718715983
POULTRY,transactions,3.536373810723147,0.0031850035838537527
PREPARED FOODS,day_of_week,0.43591758120003193,0.21787818226477235
PREPARED FOODS,dcoilwtico,0.799069650812099,0.031129599949596756
PREPARED FOODS,is_holiday,-0.17089509183794255,-0.8621063982466561
PREPARED FOODS,is_weekend,4.345389508968047,9.619786795418605
PREPARED FOODS,month,-0.19458886292078476,-0.05747430557962399
PREPARED FOODS,onpromotion,1.3500881051733427,1.0445201776059438
PREPARED FOODS,promo_holiday,0.4116001972370672,1.5143027394720536
PREPARED FOODS,promo_weekend,-0.060179698406915234,-0.2317251021047893
PREPARED FOODS,rolling_mean_30,49.09357582058777,0.3528776012936924
PREPARED FOODS,sales_lag_14,41.55813827214807,0.28599729264334645
PREPARED FOODS,sales_lag_7,52.201723085606346,0.35903865180420735
PREPARED FOODS,transactions,0.4320522701672764,0.00038912403002258725
PRODUCE,day_of_week,3.998965294710575,1.9987431728559655
PRODUCE,dcoilwtico,17.47006205380295,0.6805865324465931
PRODUCE,is_holiday,19.62516067601765,99.00212114609775
PRODUCE,is_weekend,50.76198618382697,112.3764586333637
PRODUCE,month,37.559896294924,11.093795013706652
PRODUCE,onpromotion,162.8786389142845,4.2842196223809825
PRODUCE,promo_holiday,-2.263574509939624,-0.3016313742522007
PRODUCE,promo_weekend,12.981617965053756,5.64597163737067
PRODUCE,rolling_mean_30,561.9986356592935,0.21427321510788222
PRODUCE,sales_lag_14,64.32264847167797,0.02274800877332543
PRODUCE,sales_lag_7,2027.8898658928792,0.7154823312755924
PRODUCE,transactions,0.9746573035872886,0.0008778164218787603
SCHOOL AND OFFICE SUPPLIES,day_of_week,-0.13739176391130847,-0.06867047595726668
SCHOOL AND OFFICE SUPPLIES,dcoilwtico,0.13763080588445534,0.00536172525582651
SCHOOL AND OFFICE SUPPLIES,is_holiday,0.08043265618734807,0.4057548217525279
SCHOOL AND OFFICE SUPPLIES,is_weekend,0.24836703992409825,0.5498328668001151
SCHOOL AND OFFICE SUPPLIES,month,0.4360132216256426,0.12878207293225208
SCHOOL AND OFFICE SUPPLIES,onpromotion,8.029347157304954,7.629674969997362
SCHOOL AND OFFICE SUPPLIES,promo_holiday,-1.8281971422031915,-7.702609538397525
SCHOOL AND OFFICE SUPPLIES,promo_weekend,3.10379555279089,4.957728995000535
SCHOOL AND OFFICE SUPPLIES,rolling_mean_30,5.131868917463442,0.3896106087099327
SCHOOL AND OFFICE SUPPLIES,sales_lag_14,-3.6350156005861685,-0.2224974369658296
SCHOOL AND OFFICE SUPPLIES,sales_lag_7,7.577327350828874,0.3751891224471713
SCHOOL AND OFFICE SUPPLIES,transactions,-0.5208853025341776,-0.00046913070963186765
SEAFOOD,day_of_week,0.27079821103193985,0.1353490304698611
SEAFOOD,dcoilwtico,0.3453433010669718,0.01345364424310483
SEAFOOD,is_holiday,0.09312781215857564,0.46979747547550976
SEAFOOD,is_weekend,0.8381893044619101,1.8555764417626752
SEAFOOD,month,-0.47951653862265753,-0.14163133314829815
SEAFOOD,onpromotion,1.2104305265443565,1.1126743262534657
SEAFOOD,promo_holiday,0.2113766696166929,0.9508234315877643
SEAFOOD,promo_weekend,-0.061629846873747854,-0.16831932209540465
SEAFOOD,rolling_mean_30,13.667377106865748,0.3481864721590902
SEAFOOD,sales_lag_14,10.811264384318822,0.26046979116998786
SEAFOOD,sales_lag_7,15.856169982243221,0.3816436447773805
SEAFOOD,transactions,0.0597782438460758,5.383874303924382e-05
